7D AVR - infections,7D AVR - number of orders,7D AVR - number of tests,Date,Percentage of infections in the number of tests performed,Difference of infections - week to week,Percentage of infections - week by week,Percentage Of Infections In The Number Of Tests Performed,Difference Of Infections - Week To Week,Percentage Of Infections - Week To Week,Date,The Cuotient Of Performed Tests To Orders,AVR L2:L29
675.4285714,767.8571429,4663.714286,2023-04-15,14.48263187,-,-,10.4659036,-211.7142857,-31.34517766,2023-04-22,6.073674419,8.770591481
667.2857143,767.1428571,4632.142857,2023-04-16,14.40555127,-,-,10.43458505,-208,-31.17105545,2023-04-23,6.038175047,-
666,767.1428571,4697,2023-04-17,14.17926336,-,-,10.43831754,-211.1428571,-31.7031317,2023-04-24,6.122718808,-
787,965.2857143,5377.142857,2023-04-18,14.6360255,-,-,9.225689063,-395.8571429,-50.29950989,2023-04-25,5.570519461,-
678.7142857,820.8571429,4975.714286,2023-04-19,13.64053976,-,-,8.550457439,-327.5714286,-48.26352347,2023-04-26,6.061608075,-
596,751.2857143,4732.571429,2023-04-20,12.59357643,-,-,8.11903664,-269,-45.13422819,2023-04-27,6.299296444,-
530.4285714,685.5714286,4561.428571,2023-04-21,11.62856248,-,-,7.643771408,-227.5714286,-42.90331269,2023-04-28,6.653469473,-
463.7142857,615.8571429,4430.714286,2023-04-22,10.4659036,-211.7142857,-31.34517766,7.279794701,-188.1428571,-40.57301294,2023-04-29,7.194386453,-
459.2857143,616,4401.571429,2023-04-23,10.43458505,-208,-31.17105545,7.193945128,-187.7142857,-40.87091757,2023-04-30,7.145408163,-
454.8571429,616,4357.571429,2023-04-24,10.43831754,-211.1428571,-31.7031317,7.182743058,-186.5714286,-41.01758794,2023-05-01,7.073979592,-
391.1428571,553.5714286,4239.714286,2023-04-25,9.225689063,-395.8571429,-50.29950989,6.355951776,-194.5714286,-49.74433893,2023-05-02,7.65883871,-
351.1428571,522.7142857,4106.714286,2023-04-26,8.550457439,-327.5714286,-48.26352347,6.231933761,-169.4285714,-48.25061025,2023-05-03,7.856518174,-
327,495.1428571,4027.571429,2023-04-27,8.11903664,-269,-45.13422819,5.749665717,-185.7142857,-56.79335955,2023-05-04,8.134160415,-
302.8571429,471.2857143,3962.142857,2023-04-28,7.643771408,-227.5714286,-42.90331269,5.522431259,-166.5714286,-55,2023-05-05,8.407093059,-
275.5714286,450.7142857,3785.428571,2023-04-29,7.279794701,-188.1428571,-40.57301294,5.285795133,-142.1428571,-51.58113012,2023-05-06,8.398732171,-
271.5714286,451,3775,2023-04-30,7.193945128,-187.7142857,-40.87091757,5.332647462,-138.2857143,-50.92056812,2023-05-07,8.370288248,-
268.2857143,451.1428571,3735.142857,2023-05-01,7.182743058,-186.5714286,-41.01758794,5.285400023,-137.8571429,-51.38445154,2023-05-08,8.27929069,-
196.5714286,315.1428571,3092.714286,2023-05-02,6.355951776,-194.5714286,-49.74433893,5.223695318,-46.28571429,-23.54651163,2023-05-09,9.813689937,-
181.7142857,286,2915.857143,2023-05-03,6.231933761,-169.4285714,-48.25061025,4.753217297,-44,-24.21383648,2023-05-10,10.1953047,-
141.2857143,200.2857143,2457.285714,2023-05-04,5.749665717,-185.7142857,-56.79335955,4.708359466,8.857142857,6.268958544,2023-05-11,12.26890157,-
136.2857143,207.1428571,2467.857143,2023-05-05,5.522431259,-166.5714286,-55,4.321279818,-5.857142857,-4.29769392,2023-05-12,11.9137931,-
133.4285714,201.4285714,2524.285714,2023-05-06,5.285795133,-142.1428571,-51.58113012,-,-,-,-,12.53191489,-
133.2857143,201,2499.428571,2023-05-07,5.332647462,-138.2857143,-50.92056812,-,-,-,-,12.43496802,-
130.4285714,200.5714286,2467.714286,2023-05-08,5.285400023,-137.8571429,-51.38445154,-,-,-,-,12.3034188,-
150.2857143,279.8571429,2877,2023-05-09,5.223695318,-46.28571429,-23.54651163,-,-,-,-,10.28024502,-
137.7142857,260.5714286,2897.285714,2023-05-10,4.753217297,-44,-24.21383648,-,-,-,-,11.1189693,-
150.1428571,305.5714286,3188.857143,2023-05-11,4.708359466,8.857142857,6.268958544,-,-,-,-,10.43571763,-
130.4285714,275.8571429,3018.285714,2023-05-12,4.321279818,-5.857142857,-4.29769392,-,-,-,-,10.9414811,-
